,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
211,Male,$0-30k,White,Associate Degree,45-54,Strategy; Word; Trivia; Puzzle; Card,,"My choices were ranked by how useful, comfortable and pragmatic the outfit would be for me in a world that is described as the one above.  How sexy the outfit appeared had no bearing on my choices, but rather like my first choice I chose an ensemble in which i could actually battle the zombies, be comfortable in my attire and not have to worry about clothing that could possibly get in the way of those goals.  My choices after that were based on the same criteria, with my last ranking going to the one with the most equipment to have to carry and the most impractical attire.  I couldn't imagine having to do battle in this attire for I would tire very fast and would most likely be taken out by the zombies fairly quickly."
212,Male,$31-60k,White,High School,35-44,Simulation; Puzzle; Card; Board; Adventure,,She is extremely attractive and has clothes on that would match the theme that the game is portraying. She also has weapons and is ready to battle and fight any zombie that she would encounter along the way.
213,Male,$101k+,Asian,Bachelor's Degree,35-44,Word; Strategy; Role Playing; Adventure; Action,,"For a post apocalyptic world, E is my favorite. There's a grittiness and determination in the character that the others seem to lack. B comes a close second but the character has a more innocent feeling to her. H is interesting as it fits in the environment pretty well. D, F and G feel so out of place and fits more of a fantasy game than this one. C seems so out of place in any world."
214,Male,$0-30k,White,High School,35-44,Word; Trivia; Racing; Card; Arcade,,"choices e,d,g have more of a simple and attractive appearance"
215,Male,$0-30k,White,Bachelor's Degree,25-34,Action,,"If it's a matter of pure attraction, then E takes the cake. You want the character to be young and flashy. They have to stand out. I believe that E is the most conventionally attractive, with the dark hair, idealized face and features, and the unusual pose with the gun. D would have to be second. I put B third because that is a similar character, but the red hair is an additional highlight. The remaining ones are a bit more covered up or even generic to me. Like I think G and A have a certain level of fakery to me that doesn't make them as appealing of characters as the ones before, and F is very similar, too exaggerated. H is rather plain and normal and C is just weird. If you're looking for attractiveness only, E is the optimal choice."
216,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Strategy; Trivia; Word,,Choice D would be most attractive to me. Her face is beautiful and she is not to skinny. She looks strong and confident
217,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,,"D is the sexiest and hottest.  The outfit is very sexy.  The fishnets , belly shirt, and cleavage are great in the outfit."
218,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"I like the purple and blue color scheme of my top choice, which is striking and caught my eye. The simplicity of the design of my second choice is also nice. Very cool set overall!"
219,Male,$61-100k,White,High School,25-34,Music,,I chose the way I did because tighter clothing is more attractive. F and G had the tightest clothing and were very attractive. C was last because it wasn't attractive at all.
220,Male,$61-100k,White,Bachelor's Degree,35-44,Strategy; Puzzle; Adventure,,I really like option E because she looks flawless. I think she has a great body and I really like her grey shirt.  She's a total babe and a badass.
221,Male,$31-60k,White,Bachelor's Degree,35-44,Casino; Puzzle; Trivia,,I like having some sexual element to the character and I think E and D do a good job of adding that but still making the character look like they might belong in this setting. I like the swords that D has and the weapons in E. I feel C is just too much and too weapons focused. I like the G is too much focused on the sex appeal however but she does look good. I don't care for the hair in B and the cop in H looks nice but doesn't give me a zombie feel to her.
222,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Casino; Music; Sports,,Option H is my top choice for the character in this particular game because she looks like all-business with her boring police uniform but you can tell that she is sexy underneath but it is more subtle than the others.
223,Male,$31-60k,White,Bachelor's Degree,45-54,Card; Board; Racing; Puzzle; Adventure,,The most important thing is to the game characters should be created with the sequences of realistic character sets. The realistic theme will helps the user to make a more gameplay and usage with the certain apps. And the theme characters will helps to reach peoples easily.
224,Male,$61-100k,Asian,Graduate Degree,25-34,Word; Trivia; Puzzle; Arcade; Action,,"Honestly, the only character who makes practical sense in a zombie apocalypse is Option H, since she's in practical attire (a police officer's uniform) and has her hair tied up so that it's less likely to be grabbed. All the other designs are highly impractical for an apocalyptic situation, as they generally lean on the ""sexier"" side."
225,Male,$31-60k,White,Bachelor's Degree,45-54,Strategy; Simulation; Role Playing,,I see this image as being the most realistic look in a dystopian future setting. I like the gas mask to help her breathe. I like the ripped fishnet stockings. I also like how her gun looks homemade as well as the way she wears in on her hip.
226,Male,$0-30k,Asian,Bachelor's Degree,25-34,Action; Adventure; Arcade; Role Playing; Strategy,,Options B and H are less demeaning to women as objects.
227,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,,I think D has the sexiest look of all the characters and I like that her main weapon is not a gun because it shows she is confident and athletic.
228,Male,$61-100k,Asian,Bachelor's Degree,35-44,Action; Adventure; Arcade; Strategy; Role Playing,,I liked choice E since the character looks attractive and confident. Choice H looks plain and unappealing with a police outfit.
229,Male,$61-100k,Other,Bachelor's Degree,25-34,Adventure,,"I most prefer option D with option G being slightly behind. These are the two females that just seem most sexy to me. The outfits may really play a part, but i think most of it has to do with their body."
230,Male,$61-100k,White,Graduate Degree,25-34,Word; Strategy; Trivia,,B is the most attractive to me because she has a certain innocence to her appearance as well as a sense of mystery.  I also thought E looked very attractive due to her smile and facial expression.
231,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,Strategy; Sports; Action; Role Playing; Racing,,Love her face as it is very attractive in an unassuming way. Her hairstyle matches her entire look very well. Her outfit is very sexy as well. I also like how she is carrying her arsenal of weapons. You can tell by her look that she means business. Very attractive woman that is going to put you in your place if you step to her the wrong way.
232,Male,$31-60k,White,High School,35-44,Action; Adventure; Role Playing; Simulation; Strategy,,"F is very attractive and looks cool/ badass. E and D are really close and i like them both equally, G is okay but reminds me too much of black widow.  A dn H look more like background characters. the rest I do not like"
233,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Puzzle; Strategy; Adventure; Action,,"i like this order, i dont want too much of a polished up girl, i mean most of them are a little too sexy for a zombie game but there is army sexy vs dancer sexy"
234,Male,$61-100k,Asian,Graduate Degree,25-34,Action; Adventure; Arcade; Racing; Sports,,I ranked the designs of the female character for a video game that I liked the most.  I found the design of option G the most followed by the design of option D followed by option F followed by option E then option B then option A.  I then liked option H and then finally option C
235,Male,$101k+,White,Bachelor's Degree,35-44,Casino; Trivia; Word; Action; Arcade,,"H clearly has nice features, but they're hidden inside her uniform.  She is very realistic of a pretty cop-woman.  E on the other hand is a hot model with very nice features which are not hidden."
236,Male,$31-60k,White,Graduate Degree,25-34,Action; Adventure; Card; Puzzle; Strategy,,"I made my ranking decisions based on which characters had the most confident stances. In addition, I also tried to think of what a character would look like that best fit into a zombie style game."
237,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Trivia; Card; Casino; Sports,,i like the cyber punk look. i think she stands out the most. i would definitely want to play around with her
238,Male,$101k+,White,Graduate Degree,35-44,Arcade; Action; Adventure,,I prefer character H because she has the most realistic character that came out of the real world into the post apocalyptic world and became a game character.
239,Male,$61-100k,White,Bachelor's Degree,35-44,Casino; Adventure; Racing; Sports; Word,,I like option D the best because the character looks the most attractive and stands out the most to me.
240,Male,$31-60k,White,High School,35-44,Adventure; Simulation; Strategy; Trivia; Role Playing,,"I think G is the most attractive, I like the hair, breasts and body on her the most.  Her face is pleasant as well"
241,Male,$0-30k,White,High School,35-44,Action; Adventure; Arcade; Role Playing; Puzzle,,"G and F are far too clean and shiny for the setting. Plus, with how tight those outfits are, they will be bait in more than one way. So they are out right at the start. C could work, but feels too sci-fi and busy. He feels more at home on a starship as a boarding team. H is great for early game, before things completely fall apart... although I doubt things would stay that way for long. I do like the more basic designs for this though. The rest are mostly tied, but fail in one detail. Too clean. The world is rough, they don't have time for wash, rinse, repeat. B is the best in showing the world is rough and dirty now."
242,Male,$61-100k,White,Bachelor's Degree,25-34,Music; Puzzle; Sports,,"The most attractive character to me is the one in Image G, because she looks very fierce, confident and like slayer. Image D looks great too and has most of the characters listen above so that's my second choice!"
243,Male,$31-60k,White,Bachelor's Degree,25-34,Action; Puzzle; Trivia; Strategy,,"I like the ones that seem less sexualized, there's absolutely no point to skimpy clothing and tits showing"
244,Male,$0-30k,White,Bachelor's Degree,25-34,Trivia; Strategy,,I think that option F is the most unique and creative character design.  I really like the colors and it makes me more likely to play as this character.
245,Male,$31-60k,White,Bachelor's Degree,35-44,Adventure; Arcade; Casino; Sports; Trivia,,"Option F seems unique and has a certain allure that the other choices lack. I prefer option F by a large margin. Options G, B, and E all seem suitable for the description, and I would be happy with any of these as well. Options H and D seem to lack the verve and excitement of the others, and options A and C just seem like they don't fit the idea nearly as well."
246,Male,$101k+,White,Bachelor's Degree,35-44,Action; Strategy; Simulation,,"I like H the most, I am most interested in realistic games and having the female officer is a good look and I think helps the game the most. She seems interesting to play and would give good realism. The guns on C just seems fun, it is such an out there design I think it would be entertaining to play. The rest are all fairly good, nothing was really bad but they did not catch my interest the same as H."
247,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Adventure; Strategy; Role Playing; Simulation,,I love H and how real she looks. It looks like photo of a real cop. It is the only one I like out of all of these. I have been spoiled by good graphic games and I would not play one that does not have it.
248,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Casino; Role Playing; Simulation; Sports,,"I'd rather have big guns and more fun instead of the sexy women. Yes, I get it, sexy women. I'd rather have a game with fun gameplay and cool weapons though."
249,Male,$101k+,White,Graduate Degree,25-34,Puzzle; Role Playing; Adventure,,"I think all of these options are terrible, the female characters are all too hyper-sexualized, while the option C looks ridiculous"
250,Male,$31-60k,White,High School,25-34,Action; Casino; Arcade; Trivia,,"I think option D is the most attractive, I like her dark hair, her short shorts, she is fully decked out with weapons."
251,Male,$61-100k,White,Bachelor's Degree,45-54,Role Playing; Sports; Action,,Although the others might be considered physically attractive (besides C).  I feel that H is more realistic and therefore more attractive for this sort of game.
252,Male,$101k+,White,Bachelor's Degree,35-44,Simulation; Action; Family; Strategy; Racing,,"I voted first based on the character's physical appearance, and in situations where there was a tie, i took the weaponry they were holding as the tie breaker."
253,Male,$31-60k,White,Bachelor's Degree,25-34,Casino; Adventure; Strategy,,I like the realistic models the most. It makes the game more relatable and 'sexier' if you're going for that appeal
254,Male,$61-100k,White,Bachelor's Degree,45-54,Music; Strategy; Word,,"D resonates with me most. I love the brunette hair and the outfit is nicely detailed. She looks menacing yet beautiful. Also, I love her stockings -- nice sexy touch."
255,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Adventure; Arcade; Strategy; Word,,C is kinda weird and f and a are too immodest. The others are cool and seem modern and trendy to me
256,Male,$101k+,White,Bachelor's Degree,35-44,Strategy; Trivia,,I ranked my choices based on my physical attraction to the character.
257,Male,$101k+,White,Bachelor's Degree,25-34,Simulation; Sports; Action; Role Playing,,I really enjoy zombie shooting games. I think the character in C would be the most appealing to me as I think the Gatling gun looks really cool and would be the most fun to play with.
258,Male,$31-60k,White,Bachelor's Degree,35-44,Strategy; Sports; Racing,,"the hotter the better, although C is pretty wicked"
259,Male,$31-60k,White,Bachelor's Degree,45-54,Sports; Strategy; Racing,,I'd have to go with C because this character is equipped and ready to go. It looks like I'd be able to get somewhere in the game with this character.
260,Male,$101k+,White,Bachelor's Degree,45-54,Action; Arcade; Role Playing; Strategy; Word,,I like the rugged dress best over the tight fitting outfits of the characters.  Sexy is good but maybe not in this game.
261,Male,$0-30k,White,High School,25-34,Action; Adventure; Arcade; Music; Puzzle,,"I picked G, F, D and A as my top choices as the designs of the girls look very beautiful to play in the game I picked C as my least favorite as the character design looks too bulky."
262,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Role Playing; Strategy; Simulation,,having some sex appeal with some cleavage will get players more engaged and excited
263,Male,$0-30k,White,Bachelor's Degree,25-34,Strategy; Arcade; Puzzle; Trivia; Simulation,,"Anyone who says they're not a fan of curves is a liar. The first few ranked choices definitely seem to have a lot of personality that comes out through their attire. In the middle the choices are almost bordering on ""too young"" looking. Then there are a few with a Laura Croft-esque look to them which is still good. The only couple I didn't really like were the last two, with the cop, and the one that's practically a mech with all those guns."
264,Male,$0-30k,White,High School,25-34,Trivia; Action; Puzzle; Strategy,,"I preferred the most realistic designs in this game's theme and setting over the more fantastical ones displayed above. H, E, and to an extent G seem like something a real person would actually be wearing in a setting like this. The others seem to gravitate towards more overly sexualized tones or just over the top fantastical tones."
265,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Word,,The only character I was not a fan of was my last choice.  I want a human-looking character.  All of the others fit that description.
266,Male,$31-60k,White,Bachelor's Degree,35-44,Strategy; Role Playing; Simulation; Action; Adventure,,It is the posture and the swords.  THey both give her the personality of being both sassy and dangerous
267,Male,$61-100k,White,Graduate Degree,45-54,Trivia; Sports; Racing; Puzzle; Action,,"The dress in A is attractive, the character is well equipped to survive and the character looks well energetic to run around. I like the style in D but not armed enough bodily. The style in C possess a lot of firepowers but that could slow the character down."
268,Male,$0-30k,White,Bachelor's Degree,35-44,Board; Trivia; Simulation; Role Playing,,This model is the most attractive because of the cleavage and what she wears
269,Male,$31-60k,White,Bachelor's Degree,35-44,Strategy; Trivia; Word; Role Playing; Puzzle,,"The lady in option D looks the most interesting and lively. I like her personality, the dual kitanas and her large breasts. E would be next because of her smile and her overall personality. B would be third because I like her hair and the wastelander theme. H would be fourth because I like the idea of a cop still in uniform. It shows her dedication. F looks kind of ridiculous with the bright colors to me and A just doesn__ appeal to me at all because it seems generic. I don__ care for G or C which is very bizarre looking."
270,Male,$101k+,White,Graduate Degree,35-44,Arcade; Puzzle; Action,,"A lot of choices. C was just weird and cool so I liked that one. I then went by character model with coolness and sexiness being my goal. D,E,F,G,A are all pretty equal to me. My rank is probably based upon style. H feels realistic, but not as much fun in a game. I really did not like B. It had a mix of sexiness and coolness that the others had, but I just didn't like it. It might be the mask or the younger girl aesthetic that doesn't work for me."
271,Male,$0-30k,White,High School,25-34,Simulation; Sports,,"My first option would be G as I enjoy the white hair and the illustrative style used to draw them. I would follow this up with F because of their colorful costume and haircut and then D because of their red hair and blue jacket. I would say the next most visually appealing is E because I like how they are designed with their brown costume followed by H and A, H for how well rendered they are and A for their white hair. I would count B as looking too young to be appealing and C as looking kind of weird with their weapons and headgear."
272,Male,$101k+,White,Bachelor's Degree,35-44,Action; Adventure; Puzzle; Role Playing; Strategy,,I chose option B as my favorite because I think the costume/outfit fits in the most with the post-apocolyptic theme of the game.  If I was playing a game like that this is the character that I would be attracted to playing
273,Male,$31-60k,White,High School,35-44,Casino; Adventure; Arcade; Action; Role Playing,,My top pick works best by far because it's the most realistic depiction of a post apocalyptic survivor.
274,Male,$61-100k,White,Bachelor's Degree,35-44,Adventure; Arcade; Puzzle; Role Playing; Strategy,,"My top choices are what I most envision when imagining a post-apocalyptic character. G looks better suited for space, and C looks like something out of the Cyber Punk world. I think post apocalyptic would looks mostly like normal people more dirty that usual as well as having their close more tattered"
275,Male,$31-60k,Asian,Graduate Degree,25-34,Trivia; Strategy; Simulation; Role Playing; Action,,"I choose D because the graphic design of the main character is visually attractive and appealing, compared to other options"
276,Male,$31-60k,White,Bachelor's Degree,25-34,Board; Simulation; Strategy; Puzzle; Role Playing,,"F and G are the only ones I really like at all because the colors they have in their design are bold and not so muted, and the designs itself look nice whereas the others look kind of generic to me"
277,Male,$31-60k,White,Bachelor's Degree,35-44,Role Playing; Simulation; Strategy; Sports; Action,,"Even though it is a fantasy world, I would want some realism. The policewoman looks like was a cop before the apocalypse and E,D and B look like they kind of turned into that version of themself due to survival. The others are a little too fantasy like."
278,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Arcade; Puzzle; Word; Educational,,The favorite choice looks more prepared for battle and looks like she has had some battle experience already
279,Male,$31-60k,White,High School,35-44,Board; Card; Word,,"A few of the designs are just a bit too generic as far as overall theme goes... I like F and C a lot as the more original ones. C definitely the most unique, F probably has the most style."
280,Male,$61-100k,White,Bachelor's Degree,35-44,Trivia; Action; Adventure; Puzzle; Sports,,Attractiveness in this scenario is a pretty face and visible curves. E d and g all have that. A has the curves but not the face. F has the face but not the curves. B and h have neither. And what the heck is c?
281,Male,$101k+,White,Bachelor's Degree,45-54,Simulation,,Brunettes are usually natural and I am not sure when in an apocalyptic future someone would have time to bleach their hair.  D and E also have outfits that are sexy and realistic in terms of limited resources.
282,Male,$31-60k,White,Graduate Degree,35-44,Action; Adventure; Role Playing; Simulation; Strategy,,"The more natural looking is the best, because that's what we want to see in video games, more natural and realistic people wearing normal stuff."
283,Male,$31-60k,White,High School,45-54,Puzzle; Music; Action,,"Well, I ranked them by how attractive they are in such a game and how well they looked like they would fit in that world.  H, F, and (to some extent) G don't even really fit in that world, to me.  B and E were the best because they have the right look and appear as if they could kick butt.  The styling really works.  I like the weapon C has...some of the weapons don't really work in such a world and I ranked keeping that in mind as well.  Beyond that, it's about the way they are drawn."
284,Male,$31-60k,Asian,Bachelor's Degree,25-34,Action; Card; Role Playing,,I like the women that have swords the most. I like H the least because it just looks like a generic policewoman. C is also a bit weird and doesn't really fit in with the rest.
285,Male,$61-100k,White,Bachelor's Degree,25-34,Strategy; Sports; Racing; Adventure; Action,,"I think that options E, G, and D are by far the most attractive characters out of the eight options. However, I think that option E is the most attractive, primarily due to the seductive look on her face."
286,Male,$31-60k,White,Bachelor's Degree,35-44,Card; Casino; Arcade; Word; Puzzle,,I really voted for the most life like and the most attractive avatar and put them in order.
287,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Sports; Action,,"Option H is my choice as it is visibly feminine yet not overtly sexualized. The realism is helpful to set the tone for the game, as in it gives the sense it is believable progression towards what would happen after society falls apart. The others are just more sexualized versions of what is available today so they don't add anything new to the genre."
288,Male,$31-60k,White,Bachelor's Degree,25-34,Adventure; Strategy; Casino; Role Playing; Trivia,,"To start, I really don't like my bottom two options as they are boring and just don't excite me. I really like my top three choices as they all look tough and really grab the eye. The more intense the better in my opinion."
289,Male,$0-30k,White,Graduate Degree,25-34,Action; Arcade; Sports,,I feel like this character is most attractive and lends itself well to the nature of the genre.
290,Male,$0-30k,White,High School,35-44,Puzzle; Role Playing; Strategy; Sports; Simulation,,"This would be my choice order pretty much based on boobs and butts but G, is my #1 pick not only for her great boobs but attractiveness and sex appeal"
291,Male,$31-60k,White,Bachelor's Degree,25-34,Simulation; Action; Puzzle; Racing; Strategy,,"The top ranked choices feel most unique, interesting, cool or new. The lowest ranked ones seem generic or boring, expected"
292,Male,$101k+,White,Graduate Degree,35-44,Puzzle; Board; Card; Strategy; Trivia,,I ranked my choices based on which woman was the most scantily clad.
293,Male,$101k+,White,Graduate Degree,45-54,Puzzle; Word; Strategy,,"Nothing quite like a girl in a uniform, H is realistic and attractive.  B has a cyber punk look I kind of like.  D and E remind me of Keira Knightly (sp?).  G is pretty and curvy.  F is cute enough, I like the red hair.  A is a little cartoonish compared to the other ladies.  WTH is C supposed to be?   If it was a realistic soldier, I'd probably rank it higher, but it looks ridiculous."
294,Male,$0-30k,White,High School,35-44,Arcade; Racing; Puzzle; Trivia; Sports,,"Options H and B stand out to me first. They both look like ""survivors"" rather than just characters. When I see them and read the description they're the two that ""fit"" the theme for me and would be the most attractive to play."
295,Male,$31-60k,White,Bachelor's Degree,35-44,Simulation,,"Options B and H are more realistic and not overly sexualized (with fairly unreasonable proportions like E, A, G, F and D). Option C is just too odd. In general, there is no need to make gaming women super sexy and with massive breasts or perfect backsides."
296,Male,$0-30k,White,Bachelor's Degree,25-34,Card; Role Playing; Adventure,,I like E because the way she is standing. I like G because of the open jacket. I like F  because of her hips showing towards the viewer. I like D  because of the shorts. I like B because of the hair style. I like A  because of their hair style. I like H because of the uniform. I like C because of the bullets.
297,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Board; Card; Racing; Puzzle,,"I think option F is extremely attractive. She has a perfect face, cool hair, and an amazing body."
298,Male,$31-60k,Asian,Graduate Degree,25-34,Adventure; Music; Role Playing,,Option B was my first choice because I thought that character's outfit best fits the concept of a post-apocalyptic setting as described in the prompt. Option D was my second choice because that outfit also fit the described setting but not as much as the outfit in option B. Option G was my third choice because I thought that overall design was good but it didn't exactly fit the described setting of the game. Option E was my fourth choice because it was similar to the design in option G but I felt it was trying too hard to be sexy. Option H was my fifth choice because that design was decent but somewhat plain compared to the other designs. Option F was my sixth choice because that was a good design generally speaking but it felt like it didn't belong in the game as described in the prompt and would be a better fit in a game like Cyberpunk 2077. Option A was my seventh choice because it was rather generic but still had some appealing points. Option C was my last choice because that character felt overdesigned and I don't like that the character's face isn't seen.
299,Male,$0-30k,White,High School,25-34,Arcade; Card; Educational; Strategy; Puzzle,,"I am a fan of outrageous over design and characters looking really cool and defying reality, so the guy with the huge gun and magazine seen in choice C is attention grabbing as a character"
300,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Puzzle; Family; Educational; Card,,I PREFER A BECAUSE IT HAS A MORE CHANCE.
301,Male,$31-60k,White,High School,65+,Educational; Adventure; Action; Strategy; Word,,"I prefer B.  The colors are more vivid in B, especially the blue of the sky."
302,Male,$0-30k,Hispanic,High School,25-34,Role Playing; Adventure; Action,,Option B has the castle in the back a reasonable level. My only complaint of this is that the middle and right cliffs should be raised a bit more on B.
303,Male,$0-30k,White,Bachelor's Degree,25-34,Simulation,,I prefer option A because the lack of the weird outline on the trees makes this look much more realistic.
304,Male,$0-30k,Other,Bachelor's Degree,25-34,Action; Adventure; Arcade; Role Playing; Puzzle,,A has a more realistic look to it. B looks fake but maybe on purpose?
305,Male,$31-60k,White,High School,45-54,Puzzle; Casino; Role Playing; Simulation,,I feel the outlining of the play area/background setting makes the actual gameplay area stand apart and it feel more active and easier to focus on for gameplay. I think it also gives the graphics a sharper and more professional feel.
306,Male,$31-60k,White,Graduate Degree,25-34,Adventure; Puzzle; Arcade,,I like the coloration. It just feels more realistic which brings me into the game more because it feels like somewhere I could really visit and experience.
307,Male,$31-60k,White,Bachelor's Degree,25-34,Sports; Strategy; Arcade; Adventure; Action,,i think option B is more appealing to me because you can see the characters more clearly
308,Male,$0-30k,White,Bachelor's Degree,21-24,Puzzle; Strategy; Arcade; Role Playing; Card,,"I felt like 8 showed more solid layers than B, B had a weird depth to it."
309,Male,$31-60k,White,Bachelor's Degree,35-44,Adventure; Music; Arcade,,"I like option b better.  It seems a little brighter than the other one, it__ more vivid to look at."
310,Male,$61-100k,White,Graduate Degree,35-44,Puzzle,,I think option A with the building more prominently displayed higher up is more visually appealing. The other option looks really fake with the building behind the trees.
311,Male,$61-100k,White,Bachelor's Degree,25-34,Sports; Adventure; Trivia; Simulation; Board,,"I like the naturalness of option A a bit more as the trees are not outlined like that in option B. It just looks more legitimate and artsy, in my opinion."
312,Male,$31-60k,Black,Bachelor's Degree,25-34,Puzzle; Strategy; Role Playing; Adventure; Action,,"I like the paper cut out look with the outlines on the trees, it is very stylish."
313,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Trivia; Card; Casino; Sports,,I like the lighter looking background. It's easier to see.
314,Male,$61-100k,Asian,Bachelor's Degree,35-44,Action; Adventure; Arcade; Strategy; Role Playing,,I liked choice A since the lighting of the game looks more realistic and grabs my interest right away. Choice B has darker shading and doesn't look as detailed.
315,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Casino; Music; Sports,,Option A is more appealing to me because the shooting angles are more interesting and challenging.
316,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,,A Is a little better because I can see the castle in the background more clearly. This is an attractive eye-catching picture
317,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Arcade; Puzzle; Strategy,,"Option A just seems a little more realistic to me and thus, is a little bit better quality than the alternative."
318,Male,$31-60k,White,Graduate Degree,25-34,Adventure; Arcade; Board; Sports; Strategy,,I like the contrast of the colors a little bit. This looks more vibrant compared to the other.
319,Male,$0-30k,White,Bachelor's Degree,55-64,Family; Arcade; Card,,I prefer this option.  The trees and distant mountains look much better in this option. I like the contrast better too.
320,Male,$61-100k,White,Bachelor's Degree,45-54,Family; Puzzle; Action; Role Playing; Strategy,,I much prefer the style and design of A over B.
321,Male,$61-100k,White,Bachelor's Degree,25-34,Music; Puzzle; Sports,,This looks more appealing.
322,Male,$61-100k,White,Graduate Degree,35-44,Trivia; Puzzle; Educational; Board; Action,,I like the one without the rocks behind the opponent I think it's easier to see them
323,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Board; Card; Casino,,I like choice A better because the lighting highlights more the center of the feature.
324,Male,$101k+,Asian,Bachelor's Degree,35-44,Action; Adventure; Puzzle,,Choice A has more realistic backgrounds. Choice B's backgrounds look like they are artificial or made from paper mache.
325,Male,$0-30k,Hispanic,Vocational Training,25-34,Strategy; Role Playing; Action,,"I prefer the darker outlines of the trees, and buildings."
326,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Strategy; Trivia; Word,,The more subtle shadowing in B looks more realistic and better. Why is it so dramatic in choice A? That__ a bit distracting
327,Male,$0-30k,White,High School,25-34,Action; Adventure; Puzzle; Word; Music,,"I find the art style, and the lighting/shading makes it look much more appealing, the shadows around the edges make it have depth that makes the characters and objects ""pop"" out. I find the art style fitting for the style of lighting."
328,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Strategy; Role Playing,,The shadows of B feel a little more natural.
329,Male,$0-30k,Hispanic,Bachelor's Degree,25-34,Sports; Adventure; Action,,A's background looks like it has more depth with how it is displayed.
330,Male,$61-100k,Black,Bachelor's Degree,25-34,Adventure; Action; Role Playing; Strategy; Simulation,,I like option B the best because I like that there isn't much vegetation or background scenery behind where the two characters are standing.
331,Male,$61-100k,Asian,Graduate Degree,25-34,Word; Trivia; Puzzle; Arcade; Action,,"I prefer Option A since the trees seem to fit in the landscape better. In Option B, the outline makes the trees stand out too much and makes the experience less immersive."
332,Male,$0-30k,White,Associate Degree,35-44,Action; Puzzle; Strategy,,I pick A because of the more realistic look of the background and outside the game. I feel B looks like it__ made of paper and not as realistic as B looks.
333,Male,$31-60k,White,Bachelor's Degree,35-44,Adventure; Puzzle; Card; Action; Strategy,,I like the 2D look of the game in B better.  I think going for a stylized look in your game is a good thing.  There are so many generic 3D games.
334,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"I like the higher height of the tree and building in this option, which add a nice accent to the image. Very cool for sure!"
335,Male,$31-60k,White,Bachelor's Degree,45-54,Card; Board; Racing; Puzzle; Adventure,,I like the theme in the option A webpage. It was to good and the quality of the theme was really awesome. Players will definitely choose this to their priority game playlists.
336,Male,$31-60k,White,Bachelor's Degree,35-44,Casino; Puzzle; Trivia,,I don't like how the trees look like cutout props in B. I like the look of the landscape much better in A.
337,Male,$61-100k,White,Bachelor's Degree,35-44,Strategy; Puzzle; Adventure,,I like option B because the trees look a little more realistic and I like that they have brighter colors.
338,Male,$31-60k,White,Graduate Degree,55-64,Adventure; Action; Strategy; Puzzle; Role Playing,,I like the background scenery of my top choice.  I find it add richens to the scene.
339,Male,$0-30k,Asian,Bachelor's Degree,25-34,Action; Adventure; Arcade; Role Playing; Strategy,,Option A of a shadow cast creates a sense of mystery and challenges that could happen.
340,Male,$61-100k,Other,Bachelor's Degree,25-34,Adventure,,"I find option B most appealing to me. The images are super similar, so i would really go with either one though. The castle on the hill really doesnt make a huge difference to me."
341,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,,I think A looks a little more natural because the trees in the background don't have the white border.
342,Male,$31-60k,White,High School,35-44,Action; Adventure; Role Playing; Simulation; Strategy,,"I like this more, the other has those weird outlines that just give it a weird sort of look I do not care for"
343,Male,$61-100k,White,Graduate Degree,25-34,Word; Strategy; Trivia,,I liked B more because the shadows seemed more balanced and less distracting. The entire scene felt much brighter and clearer because of it.
344,Male,$31-60k,White,Bachelor's Degree,25-34,Adventure; Simulation; Puzzle,,The realistic shadow lighting is a lot more immersive in video games
345,Male,$31-60k,White,High School,45-54,Word,,The highlighted edges of the elements in B look very odd. Those highlights are distracting visually. A looks much more natural overall. A is best for sure.
